@RELATION LeagueofLegends

@ATTRIBUTE gamelength numeric
@ATTRIBUTE gold numeric
@ATTRIBUTE kills numeric
@ATTRIBUTE inhibitors numeric
@ATTRIBUTE towers numeric
@ATTRIBUTE dragons numeric
@ATTRIBUTE barons numeric
@ATTRIBUTE heralds numeric
@ATTRIBUTE class {'yes','no'}
@data
34,52723,1,0,2,0,0,0,no
61,110140,22,1,8,2,2,0,yes
61,111937,23,2,8,3,2,0,no
35,70119,14,3,11,2,2,0,yes
35,55095,5,0,0,1,0,0,no
41,78098,23,3,10,1,1,0,yes
41,71146,14,0,3,2,1,0,no
36,56613,7,0,2,0,0,0,no
36,65619,13,2,11,2,2,0,yes
43,79467,23,1,9,2,1,0,yes
43,72989,14,0,3,3,1,0,no
43,81612,11,4,11,4,2,1,yes
43,67495,6,0,1,0,0,0,no
50,89193,20,1,11,2,1,0,yes
50,90680,18,1,8,2,2,0,no
46,82660,14,5,11,3,2,0,yes
46,78507,20,0,4,1,0,0,no
47,77942,12,0,5,1,0,0,no
47,84220,17,3,11,3,2,0,yes
27,48142,14,1,8,3,1,0,yes
27,40288,4,0,1,0,0,0,no
37,64136,13,1,7,2,0,0,yes
37,58404,5,0,5,1,1,0,no
28,41450,2,0,1,0,0,0,no
28,49730,11,1,7,1,1,0,yes
33,62011,17,2,11,2,1,0,yes
33,54977,21,0,2,0,0,0,no
39,60072,5,0,3,3,0,0,no
39,73599,23,1,10,1,2,0,yes
36,67194,16,2,11,4,1,0,yes
36,55728,3,0,3,0,0,0,no
30,58211,24,3,10,2,1,0,yes
30,44630,6,0,2,0,0,0,no
28,41979,10,0,1,0,0,0,no
28,55111,22,2,9,3,1,0,yes
34,55819,7,0,3,0,0,1,no
34,61735,19,2,8,3,1,0,yes
26,40948,8,0,2,0,0,0,no
26,50553,22,1,7,0,1,0,yes
33,62232,16,2,10,4,1,0,yes
33,48745,1,0,1,0,0,0,no
50,83361,12,1,7,3,1,0,no
50,88378,12,2,10,2,2,0,yes
41,76200,6,4,11,4,1,0,yes
41,61337,3,0,0,0,1,0,no
28,54812,19,1,10,3,1,0,yes
28,40677,6,0,2,0,0,0,no
38,68426,12,4,11,2,2,0,yes
38,60379,4,0,4,1,0,0,no
41,75841,14,2,10,3,2,0,yes
41,61944,7,0,1,1,0,0,no
28,42871,6,0,1,0,0,0,no
28,57026,23,1,9,3,1,0,yes
42,67229,9,0,5,3,0,0,no
42,74388,20,2,10,1,1,0,yes
33,57055,14,1,8,3,0,0,yes
33,48771,8,0,1,1,0,0,no
42,76429,25,1,9,1,1,0,yes
42,69312,19,0,3,4,1,0,no
44,79904,15,1,9,5,1,0,yes
44,68144,6,0,3,0,0,0,no
43,80427,13,4,11,3,2,0,yes
43,67177,6,0,1,2,0,0,no
37,54661,3,0,3,3,0,0,no
37,66896,9,2,10,1,2,0,yes
31,56712,14,1,9,3,0,1,yes
31,46526,3,0,2,0,0,0,no
44,76967,21,0,4,4,2,0,no
44,83077,27,4,10,1,0,0,yes
35,67007,19,1,10,3,2,1,yes
35,54454,11,0,1,1,0,0,no
40,69266,18,1,8,2,0,1,yes
40,61110,8,0,1,2,1,0,no
41,76553,20,1,10,3,1,0,yes
41,66638,13,0,5,2,1,0,no
46,84568,26,2,10,1,1,0,yes
46,78676,11,0,7,4,2,0,no
37,69380,19,1,9,2,2,1,yes
37,55746,8,0,2,0,0,0,no
32,48324,7,0,1,0,0,0,no
32,60996,15,1,10,3,2,0,yes
41,68002,7,1,7,2,0,1,no
41,72297,12,2,9,3,2,0,yes
34,62201,22,1,9,3,1,0,yes
34,50169,5,0,3,0,0,0,no
35,66110,12,3,11,0,1,0,yes
35,56369,11,0,2,3,0,0,no
30,56595,15,2,10,2,1,0,yes
30,45671,6,0,3,0,0,0,no
45,76535,16,0,4,0,0,0,no
45,86670,25,5,11,4,3,0,yes
34,48453,0,0,0,0,0,0,no
34,67018,12,3,11,3,2,0,yes
45,83572,14,3,11,4,2,0,yes
45,71439,12,0,4,1,0,0,no
26,37276,5,0,2,0,0,0,no
26,49396,15,1,8,2,1,0,yes
42,79504,27,1,9,2,0,0,yes
42,68047,10,0,5,1,1,0,no
26,35918,2,0,1,0,0,0,no
26,48771,13,1,11,2,1,0,yes
45,79065,13,3,11,5,2,0,yes
45,67202,8,0,2,1,0,0,no
29,42836,5,0,1,1,0,0,no
29,51791,12,1,9,1,1,0,yes
28,57199,24,3,11,2,1,1,yes
28,40305,7,0,0,0,0,0,no
29,44112,10,0,1,1,0,0,no
29,60106,25,1,9,1,1,1,yes
44,78460,11,2,8,1,0,1,yes
44,69639,6,0,2,3,0,0,no
31,62063,16,1,10,3,1,0,yes
31,45032,1,0,0,0,0,0,no
46,82097,15,1,8,3,0,0,yes
46,79712,16,0,5,2,2,0,no
39,75280,17,3,11,3,2,0,yes
39,63926,11,0,4,2,0,0,no
35,66492,18,1,10,2,1,1,yes
35,54059,7,0,2,0,0,0,no
31,59810,15,3,11,3,1,0,yes
31,42624,7,0,0,0,0,0,no
40,76278,18,2,10,3,2,0,yes
40,63040,4,0,3,1,0,0,no
41,74869,19,3,11,3,3,0,yes
41,66207,11,0,3,1,0,0,no
34,56807,12,0,4,1,0,0,no
34,64655,16,2,10,2,1,1,yes
48,88210,23,4,10,3,1,0,yes
48,82898,22,2,9,1,1,0,no
26,54804,20,1,9,3,1,1,yes
26,35618,0,0,1,0,0,0,no
34,64584,22,3,11,2,1,0,yes
34,47270,4,0,0,2,0,0,no
40,78725,20,3,11,3,2,0,yes
40,62787,5,0,3,1,0,0,no
41,75285,17,1,8,3,1,0,yes
41,74337,19,1,7,2,2,0,no
27,55029,18,1,11,2,0,1,yes
27,39039,5,0,0,0,0,0,no
44,83536,16,2,10,3,2,0,yes
44,69831,12,0,2,1,0,0,no
46,73425,10,0,4,1,0,0,no
46,84233,18,3,10,2,2,0,yes
44,64165,4,0,1,0,0,0,no
44,82832,10,1,10,5,2,0,yes
33,62065,9,3,11,2,1,1,yes
33,45927,3,0,2,0,0,0,no
38,70830,20,2,10,2,1,0,yes
38,60953,13,0,3,2,0,0,no
35,55478,11,0,2,1,0,0,no
35,70295,24,3,11,2,1,0,yes
38,69556,16,2,10,2,1,0,yes
38,61239,6,0,4,2,0,0,no
37,58395,5,0,2,1,0,0,no
37,69594,14,3,10,2,1,0,yes
38,60618,9,0,4,3,1,0,no
38,67679,20,1,7,1,1,0,yes
31,57998,12,2,10,2,1,0,yes
31,45499,6,0,0,0,0,0,no
39,62789,7,0,4,1,0,0,no
39,76020,24,1,9,4,2,1,yes
40,68321,22,0,5,1,0,0,no
40,69011,17,4,10,4,2,0,yes
43,77046,26,1,9,2,1,1,yes
43,69169,7,2,9,2,1,0,no
28,55033,13,3,11,2,1,0,yes
28,41785,8,0,1,0,0,1,no
29,53199,12,2,9,3,1,0,yes
29,41372,4,0,1,0,0,0,no
38,59960,8,0,4,0,0,0,no
38,71154,16,3,10,4,2,0,yes
34,67740,19,4,11,4,1,0,yes
34,55047,11,0,3,0,1,0,no
27,40167,6,0,0,1,0,0,no
27,51409,15,1,9,1,1,1,yes
31,62612,15,2,11,1,1,0,yes
31,43997,7,0,0,1,0,0,no
31,58496,16,2,10,2,1,1,yes
31,46924,9,0,3,1,0,0,no
42,65960,7,0,3,1,2,0,no
42,77624,20,1,9,5,1,1,yes
33,51886,10,0,3,0,0,0,no
33,58747,16,1,9,3,2,1,yes
26,52234,17,2,10,2,1,0,yes
26,38499,4,0,1,0,0,0,no
42,72796,13,2,9,0,2,0,no
42,75114,21,1,9,5,0,0,yes
29,43344,2,0,2,0,0,0,no
29,54051,12,1,10,2,1,0,yes
42,66815,4,0,3,0,1,0,no
42,72969,14,1,9,4,0,0,yes
78,130776,4,1,7,1,0,0,no
78,147848,15,3,10,6,5,0,yes
55,96858,34,6,11,1,0,0,yes
55,99643,20,0,3,5,3,1,no
31,48239,7,0,2,2,0,0,no
31,61840,20,3,11,1,1,0,yes
33,50090,2,0,3,3,0,0,no
33,58470,12,1,8,1,1,0,yes
35,70025,17,2,10,4,1,0,yes
35,53693,4,0,2,0,0,0,no
35,55146,4,0,2,0,0,0,no
35,64374,15,2,9,4,1,0,yes
49,81667,14,1,6,1,0,0,yes
49,88913,9,5,9,3,3,1,no
36,67474,17,3,10,2,1,0,yes
36,57460,4,0,2,2,1,0,no
41,66331,15,0,3,3,0,0,no
41,77012,18,4,11,1,1,0,yes
42,69662,8,1,6,0,0,1,no
42,75230,8,2,10,4,2,0,yes
50,85389,14,1,8,3,1,0,yes
50,85121,9,0,9,1,2,0,no
40,63629,12,0,3,0,0,1,no
40,72186,15,2,10,4,2,0,yes
35,67949,9,2,10,4,2,1,yes
35,50346,4,0,1,0,0,0,no
29,49135,6,2,10,1,0,0,yes
29,46095,1,0,3,2,0,0,no
53,95755,18,4,11,2,2,0,yes
53,83473,10,0,2,3,0,0,no
36,66693,18,2,11,2,1,0,yes
36,56181,5,0,0,1,0,0,no
47,75270,4,0,5,1,0,0,no
47,82424,14,1,9,0,1,0,yes
41,62144,9,0,3,2,0,0,no
41,75296,16,3,11,2,1,0,yes
43,73173,13,2,10,4,1,0,yes
43,71820,10,1,9,0,1,0,no
55,97273,13,0,5,1,0,0,no
55,98191,9,7,11,5,3,0,yes
38,73155,14,2,11,4,1,0,yes
38,58866,5,0,2,0,0,0,no
40,63752,14,0,2,0,0,0,no
40,77051,17,3,11,3,3,0,yes
44,72413,11,0,6,2,1,0,no
44,70203,18,1,7,2,1,0,yes
32,60591,8,1,9,1,1,1,yes
32,48274,4,0,1,2,0,0,no
37,67599,16,1,9,2,1,0,yes
37,58811,8,0,4,2,0,0,no
43,67751,10,0,4,2,0,1,no
43,81038,13,5,11,3,3,0,yes
34,52394,7,0,1,0,0,0,no
34,69858,21,3,11,3,2,0,yes
40,68601,11,1,9,2,1,0,yes
40,64012,15,0,3,2,0,0,no
32,62567,16,3,11,2,1,1,yes
32,44350,3,0,1,1,0,0,no
34,65784,26,1,9,3,0,0,yes
34,56354,12,0,2,0,1,0,no
24,31938,1,0,2,0,0,0,no
24,47663,13,2,11,2,1,0,yes
36,67498,10,3,11,0,1,0,yes
36,59483,6,0,5,4,0,0,no
37,56311,8,0,2,1,1,0,no
37,70755,19,3,10,2,0,0,yes
35,68624,15,2,10,2,1,0,yes
35,56770,10,0,2,0,0,0,no
40,63880,11,0,2,0,0,0,no
40,75240,17,2,10,4,2,0,yes
35,64380,11,3,11,2,1,0,yes
35,52881,3,0,1,1,0,0,no
26,36932,2,0,1,0,0,0,no
26,51949,12,3,11,1,1,0,yes
31,61417,22,2,11,1,1,0,yes
31,44570,9,0,0,1,0,0,no
37,57672,7,0,3,1,0,0,no
37,65873,20,1,9,3,1,0,yes
30,42745,3,0,0,0,0,0,no
30,59626,17,3,11,3,1,0,yes
44,73838,12,3,9,0,3,0,no
44,76923,22,2,7,4,0,0,yes
25,39612,2,1,5,0,0,0,no
25,45755,10,1,8,2,0,1,yes
54,94242,18,6,10,3,1,1,no
54,91265,12,3,10,2,2,0,yes
26,37765,3,0,3,1,0,0,no
26,47747,13,1,9,2,1,0,yes
35,62407,17,1,7,1,1,0,yes
35,54007,9,0,3,0,0,0,no
30,54316,18,1,8,1,1,0,yes
30,47264,11,0,2,1,0,0,no
37,62092,12,0,5,0,0,0,no
37,67348,19,1,9,3,2,0,yes
40,78771,20,3,11,3,1,1,yes
40,62795,5,0,2,1,1,0,no
31,60795,10,3,11,3,1,1,yes
31,45352,1,0,1,0,0,0,no
48,82283,19,1,8,2,0,0,no
48,88192,23,3,11,4,2,0,yes
33,68488,20,3,11,3,1,0,yes
33,50543,8,0,1,0,0,0,no
33,59258,11,1,8,2,1,0,yes
33,52444,7,0,2,2,0,0,no
38,71556,23,3,10,3,2,0,yes
38,59573,8,0,3,1,0,0,no
40,62564,8,0,3,0,0,0,no
40,71723,16,1,9,3,1,0,yes
28,45879,17,0,3,2,0,0,no
28,53396,18,1,8,0,1,0,yes
28,41780,11,0,1,0,0,0,no
28,59055,30,3,11,1,1,0,yes
40,76128,14,3,10,3,2,0,yes
40,63967,4,0,3,1,0,0,no
41,77733,24,1,9,2,1,0,yes
41,71879,16,1,7,2,1,0,no
28,48934,14,2,9,2,1,0,yes
28,42372,8,0,2,0,0,1,no
28,57204,27,2,10,2,1,0,yes
28,42295,9,0,1,0,0,0,no
30,45440,15,0,1,0,0,0,no
30,63569,38,3,11,2,1,1,yes
37,58790,8,0,3,0,0,0,no
37,68418,12,4,11,4,1,1,yes
26,36440,2,0,2,0,0,0,no
26,51416,15,2,10,3,1,1,yes
31,60509,19,1,9,3,1,1,yes
31,47438,6,0,2,0,0,0,no
40,70562,7,1,8,3,0,0,yes
40,63210,9,0,1,0,0,0,no
42,65603,10,0,2,3,0,1,no
42,75207,13,3,10,2,2,0,yes
49,82349,7,0,4,1,0,0,no
49,91383,22,3,10,4,2,0,yes
43,82960,22,3,11,4,2,1,yes
43,70402,9,0,4,0,0,0,no
40,61619,4,0,3,0,0,0,no
40,75469,20,3,11,4,1,0,yes
40,74941,20,6,11,3,2,0,yes
40,60614,8,0,1,0,0,0,no
39,60531,6,0,4,1,0,0,no
39,72683,12,3,11,3,2,1,yes
30,61702,27,2,10,1,2,1,yes
30,45672,6,0,3,2,0,0,no
32,48601,1,0,2,1,0,0,no
32,62460,19,3,11,2,2,1,yes
47,81745,16,1,8,3,1,0,yes
47,79056,9,0,6,1,1,0,no
43,66832,3,0,1,1,1,0,no
43,84511,12,3,11,3,1,1,yes
34,59756,16,0,5,2,0,0,no
34,66296,15,3,11,1,2,0,yes
53,84259,13,0,2,0,0,0,no
53,96848,20,1,9,2,2,1,yes
42,75845,13,3,10,3,1,0,yes
42,66387,7,0,3,1,0,0,no
50,93227,19,2,10,3,1,1,yes
50,80788,9,0,4,1,2,0,no
27,54688,21,1,9,2,1,0,yes
27,40731,6,0,2,0,0,0,no
36,63002,18,1,9,2,1,0,yes
36,53916,5,0,3,2,0,0,no
27,50000,16,1,9,1,1,1,yes
27,41395,5,0,3,1,0,0,no
30,58523,11,3,11,2,1,1,yes
30,47315,8,0,2,1,0,0,no
47,74957,7,0,3,1,0,0,no
47,94109,22,6,11,2,3,0,yes
31,55943,19,2,9,2,1,1,yes
31,50112,10,0,3,0,0,0,no
40,71105,17,1,7,1,1,0,yes
40,67601,14,0,6,0,0,0,no
38,59379,9,0,2,0,0,0,no
38,73121,22,3,11,2,1,0,yes
45,82890,12,2,10,3,2,1,yes
45,73608,7,0,4,1,0,0,no
25,36463,7,0,0,0,0,0,no
25,54284,27,3,11,2,1,1,yes
42,77204,17,3,11,5,1,0,yes
42,63344,5,0,1,0,0,1,no
24,49501,20,3,11,0,1,1,yes
24,35967,4,0,4,2,0,0,no
41,75739,14,4,11,1,2,0,yes
41,63284,4,0,1,2,0,0,no
36,71321,22,2,11,2,2,0,yes
36,59380,9,0,4,2,0,0,no
42,68155,1,0,3,0,1,0,no
42,76679,17,2,10,4,0,0,yes
30,58507,15,2,10,2,1,0,yes
30,42943,1,0,2,1,0,1,no
29,41181,5,0,2,0,0,1,no
29,55890,18,3,11,1,1,0,yes
37,65815,14,1,10,4,1,0,yes
37,55894,12,0,2,1,0,1,no
28,54704,18,2,10,2,1,1,yes
28,38363,2,0,0,0,0,0,no
34,64480,20,2,10,3,1,0,yes
34,49240,6,0,2,0,0,1,no
46,78281,13,1,6,4,1,1,no
46,84714,21,2,10,0,2,0,yes
29,52894,13,2,10,1,1,1,yes
29,44822,4,0,5,1,0,0,no
49,86452,12,3,8,1,2,1,no
49,92942,22,1,9,3,2,0,yes
34,55218,5,0,3,0,0,0,no
34,65125,14,2,10,4,2,1,yes
40,67444,8,0,6,3,0,0,no
40,73155,13,2,10,2,2,1,yes
31,45124,4,0,1,1,0,1,no
31,59674,14,2,10,2,1,0,yes
36,59449,14,1,7,2,0,1,yes
36,63111,12,0,5,1,1,0,no
28,55954,18,2,11,2,1,1,yes
28,42594,7,0,2,1,0,0,no
27,40765,6,0,2,0,0,1,no
27,53316,26,1,7,0,1,0,yes
41,73139,22,1,8,2,1,0,yes
41,65824,17,0,3,2,1,1,no
34,48290,2,0,0,1,0,1,no
34,64408,16,2,11,2,1,0,yes
30,61077,25,3,11,2,1,1,yes
30,46269,7,0,2,0,0,0,no
25,47801,18,1,7,1,1,1,yes
25,36192,3,0,2,1,0,0,no
44,75512,11,0,5,1,1,0,no
44,80883,6,2,11,3,1,1,yes
38,70559,20,3,9,2,1,1,yes
38,61561,9,0,4,2,0,0,no
34,51021,8,0,0,0,0,0,no
34,66723,25,1,7,2,1,1,yes
28,41778,7,0,2,1,0,0,no
28,51036,15,1,7,1,0,1,yes
39,73166,18,1,9,2,2,0,yes
39,61041,6,0,3,1,0,0,no
27,54357,23,1,11,0,1,1,yes
27,40422,11,0,0,1,0,0,no
33,61046,23,2,9,1,1,0,yes
33,54334,18,0,4,0,0,1,no
30,56294,12,1,8,0,1,1,yes
30,44832,6,0,0,2,0,0,no
36,64236,14,2,10,2,1,1,yes
36,54553,2,0,3,1,0,0,no
41,66434,5,0,3,0,0,1,no
41,79607,13,3,11,3,2,0,yes
46,89589,33,1,8,3,1,1,no
46,80935,16,1,7,1,2,0,yes
34,61383,8,2,10,2,2,0,yes
34,53620,6,0,2,0,0,1,no
36,66425,14,1,8,3,1,0,yes
36,58166,3,0,3,0,0,1,no
25,50437,15,1,8,3,1,1,yes
25,37533,5,0,1,0,0,0,no
37,71674,16,3,10,1,2,1,yes
37,56775,5,0,1,2,0,0,no
33,54704,12,0,3,1,1,0,no
33,61344,18,1,8,1,0,0,yes
34,56721,10,0,4,2,1,1,no
34,62337,29,1,6,0,0,0,yes
27,41658,7,0,2,0,0,0,no
27,50296,19,1,8,1,1,0,yes
32,48016,3,0,3,1,0,1,no
32,64077,16,3,11,3,1,0,yes
30,54831,13,3,11,1,1,0,yes
30,47670,6,0,3,1,0,1,no
35,64092,14,1,9,3,1,0,yes
35,55273,9,0,3,0,0,1,no
26,50934,21,1,8,2,1,0,yes
26,36392,6,0,1,1,0,0,no
34,65245,16,2,11,1,1,1,yes
34,52393,2,0,3,0,0,0,no
55,93390,26,2,7,0,0,0,yes
55,103376,22,0,7,6,3,1,no
38,71922,18,2,10,3,1,1,yes
38,60736,10,0,1,1,0,0,no
31,59179,15,1,9,2,1,1,yes
31,45786,3,0,2,0,0,0,no
31,43555,4,0,0,0,0,0,no
31,58227,14,2,10,1,1,1,yes
40,74828,19,3,10,3,1,1,yes
40,67272,11,0,3,1,1,0,no
41,64643,9,0,2,1,0,0,no
41,80752,24,2,11,2,2,0,yes
25,35151,2,0,1,0,0,0,no
25,50765,21,1,9,0,1,1,yes
27,40452,4,0,2,2,0,0,no
27,48907,10,1,8,1,1,1,yes
28,55153,24,1,7,2,1,0,yes
28,43155,8,0,1,0,0,0,no
30,45093,1,0,3,1,0,1,no
30,56301,11,1,9,1,2,0,yes
44,69473,10,0,4,3,0,1,no
44,80254,15,1,10,2,2,0,yes
31,61928,26,1,9,2,1,0,yes
31,48503,8,0,2,0,0,0,no
37,69379,22,2,9,3,1,1,yes
37,62191,11,1,5,2,0,0,no
44,75075,13,0,4,1,2,1,no
44,84467,23,4,10,4,1,0,yes
38,62088,9,0,7,0,0,1,no
38,70107,11,1,9,4,2,0,yes
37,64105,9,2,8,1,0,1,no
37,67240,18,3,10,2,2,0,yes
38,70037,16,1,7,4,1,0,yes
38,62510,7,0,4,0,0,1,no
46,84942,12,2,11,3,2,1,yes
46,74160,7,0,4,2,0,0,no
36,63204,13,1,9,3,1,1,yes
36,57085,4,0,3,1,0,0,no
35,54227,4,0,4,1,0,1,no
35,64559,18,2,9,3,1,0,yes
51,88764,11,2,8,2,1,1,no
51,86794,14,2,6,1,1,0,yes
39,66847,17,0,4,1,0,1,no
39,72273,19,5,11,3,2,0,yes
34,62323,17,2,9,4,1,1,yes
34,53010,9,0,2,0,0,0,no
39,64193,6,1,6,3,0,0,no
39,72081,20,1,9,2,2,1,yes
37,67494,17,1,9,3,1,1,yes
37,56416,7,0,1,0,0,0,no
31,51194,13,0,3,1,0,1,no
31,56647,19,1,7,1,1,0,yes
39,59589,8,0,4,3,0,1,no
39,70076,11,3,11,0,2,0,yes
35,62426,12,2,10,3,1,1,yes
35,53190,6,0,1,0,0,0,no
40,61956,3,0,4,0,1,0,no
40,72752,13,2,9,5,1,1,yes
28,55152,15,1,8,2,1,0,yes
28,40051,2,0,1,1,0,1,no
27,53180,13,2,10,2,1,1,yes
27,38339,0,0,2,0,0,0,no
22,31597,5,0,1,1,0,0,no
22,43170,20,1,7,1,0,1,yes
44,72105,4,1,6,1,0,0,no
44,81099,14,1,8,4,2,1,yes
24,46377,23,1,9,1,1,0,yes
24,35826,7,0,1,0,0,0,no
29,51881,21,1,8,0,1,0,yes
29,44173,3,0,4,2,0,1,no
47,80167,17,0,4,3,2,0,no
47,86641,21,2,11,2,0,1,yes
40,73733,18,4,11,2,2,0,yes
40,67068,18,0,4,2,0,1,no
46,77572,15,0,6,0,1,1,no
46,81243,13,3,11,4,1,0,yes
44,82296,28,3,11,1,1,0,yes
44,78403,19,0,6,3,1,1,no
30,46118,3,0,3,2,0,0,no
30,54559,7,1,9,1,1,1,yes
32,44849,1,0,0,0,0,0,no
32,60887,16,1,10,3,2,1,yes
36,67231,17,1,10,3,2,1,yes
36,59250,11,0,3,1,0,0,no
39,69286,9,1,8,3,1,0,yes
39,66070,7,1,6,2,0,0,no
34,65215,26,2,10,2,1,1,yes
34,51091,7,0,1,1,0,0,no
32,61460,16,2,10,2,1,1,yes
32,45845,3,0,0,1,0,0,no
36,66934,17,2,10,2,1,1,yes
36,55335,5,0,2,1,0,0,no
24,36292,4,0,2,0,0,1,no
24,47917,16,2,10,2,1,0,yes
35,65362,20,1,9,1,2,1,yes
35,60757,15,1,5,2,0,0,no
32,62623,21,1,8,2,1,1,yes
32,49842,11,0,2,0,0,0,no
32,63285,26,1,9,2,1,0,yes
32,49532,7,0,3,0,0,0,no
31,46691,4,0,1,0,0,0,no
31,56512,17,1,9,1,1,1,yes
33,62915,20,1,9,3,1,0,yes
33,49903,4,0,2,0,0,1,no
49,88801,26,5,11,3,2,0,yes
49,88887,18,2,10,1,1,0,no
28,51834,19,2,10,2,1,1,yes
28,40369,1,0,2,1,0,0,no
30,47341,9,0,4,0,0,1,no
30,54179,18,1,9,3,1,0,yes
39,67848,14,1,9,0,1,0,yes
39,62667,2,0,5,3,1,1,no
31,56063,12,1,7,2,1,1,yes
31,46239,3,0,3,1,0,0,no
34,50840,7,0,1,0,0,0,no
34,64746,11,5,11,2,2,1,yes
30,53766,7,1,8,2,1,1,yes
30,48057,1,0,2,0,0,0,no
43,76379,14,1,9,1,1,1,yes
43,77882,20,0,5,2,1,0,no
31,47330,5,0,2,2,0,0,no
31,63440,29,2,10,1,1,1,yes
35,55490,3,0,4,1,0,0,no
35,65033,10,1,9,2,1,1,yes
30,50538,9,1,8,1,1,0,yes
30,44816,4,0,3,1,0,1,no
33,61552,16,2,10,4,1,1,yes
33,50684,7,0,1,0,1,0,no
28,54873,21,1,9,2,1,0,yes
28,36194,2,0,1,0,0,1,no
27,37819,4,0,1,0,0,0,no
27,50928,15,1,9,2,1,1,yes
42,78967,17,2,11,2,1,0,yes
42,64659,9,0,3,0,0,1,no
37,56012,4,0,2,1,0,1,no
37,62438,6,1,8,3,0,0,yes
26,46533,15,2,10,2,0,0,yes
26,37092,4,0,1,0,0,1,no
35,61622,15,2,8,0,1,0,yes
35,62763,13,1,9,1,1,1,no
32,50057,7,0,3,4,0,0,no
32,60296,23,2,9,0,1,1,yes
34,63580,20,2,9,2,2,0,yes
34,52778,11,0,2,0,0,0,no
34,66162,22,4,11,1,2,1,yes
34,53606,11,0,3,3,0,0,no
35,62819,17,1,9,1,2,1,yes
35,57341,10,0,5,0,0,0,no
38,56750,4,0,2,1,0,0,no
38,69080,15,1,9,3,1,1,yes
29,57277,13,2,10,3,1,0,yes
29,43470,2,0,3,0,0,1,no
39,74991,12,3,11,2,2,0,yes
39,60715,7,0,2,2,0,0,no
29,42454,9,0,0,1,0,0,no
29,53528,15,2,10,2,1,0,yes
32,57784,10,2,11,1,1,1,yes
32,47182,4,0,1,0,0,0,no
26,50941,14,2,10,2,1,1,yes
26,36787,1,0,3,0,0,0,no
38,68360,15,1,8,2,1,1,yes
38,65941,11,0,6,1,1,0,no
49,86678,13,1,7,2,2,0,no
49,92433,23,2,10,2,2,0,yes
36,56036,4,0,2,0,0,1,no
36,67946,9,1,11,4,1,0,yes
31,52728,6,0,6,3,0,1,no
31,55888,12,1,9,0,2,0,yes
25,35530,5,0,1,0,0,0,no
25,49543,18,1,9,2,1,1,yes
41,74012,13,1,9,3,2,0,yes
41,66180,11,0,3,1,0,1,no
35,49996,2,0,0,0,0,0,no
35,65279,7,1,9,3,1,1,yes
39,66638,14,0,4,3,0,1,no
39,78594,17,3,11,1,2,0,yes
32,49900,3,0,2,0,0,0,no
32,65823,23,4,11,2,2,1,yes
33,55056,3,0,7,2,1,1,no
33,63177,14,2,10,1,1,0,yes
47,86471,19,5,11,4,1,1,yes
47,80600,6,0,6,1,2,0,no
58,104017,11,6,11,4,2,0,no
58,102464,12,3,9,2,3,1,yes
26,51154,13,2,10,2,1,0,yes
26,35957,3,0,0,0,0,1,no
37,62428,16,1,7,1,1,0,yes
37,62857,11,0,3,2,1,1,no
28,38925,0,0,0,0,0,0,no
28,53980,12,1,9,2,1,1,yes
37,55600,7,0,1,0,0,0,no
37,69710,15,3,10,1,2,1,yes
30,61856,23,6,11,1,2,1,yes
30,52957,16,0,3,1,0,0,no
27,46584,9,0,4,0,1,0,no
27,51422,22,1,9,2,0,0,yes
41,74293,11,1,9,1,1,0,yes
41,69306,4,1,8,3,2,1,no
36,58472,7,0,3,1,0,0,no
36,68810,19,2,10,2,1,0,yes
34,57459,32,0,4,0,0,0,no
34,73145,38,1,8,2,1,0,yes
32,70045,56,1,8,1,1,0,yes
32,52739,23,0,2,2,0,0,no
30,60711,22,1,10,1,1,0,yes
30,43434,6,0,2,1,0,0,no
40,60993,3,0,4,1,0,0,no
40,68621,10,1,9,2,2,1,yes
40,58576,6,0,0,0,0,0,no
40,77987,17,2,10,4,2,0,yes
37,69981,15,1,9,0,1,1,yes
37,56490,4,0,2,0,0,0,no
34,51882,5,0,2,0,0,0,no
34,68826,20,3,11,3,2,1,yes
32,59546,19,2,11,2,1,1,yes
32,48523,5,0,2,2,0,0,no
51,93128,17,5,9,2,2,1,no
51,90788,20,1,8,2,1,0,yes
35,55886,8,0,2,0,0,0,no
35,67098,18,3,11,3,2,0,yes
45,81638,12,4,11,3,2,0,yes
45,76237,9,1,6,1,1,1,no
47,85579,20,2,9,4,1,1,yes
47,78062,6,0,4,1,1,0,no
53,95686,16,4,10,4,3,1,yes
53,89650,13,0,6,1,1,0,no
45,69984,4,0,4,1,1,0,no
45,82077,13,2,11,3,1,1,yes
33,50749,6,0,3,1,0,0,no
33,60638,14,1,8,2,1,1,yes
35,66537,16,3,11,3,2,0,yes
35,55912,7,0,3,0,0,1,no
36,68812,16,4,11,2,2,1,yes
36,53807,3,0,2,2,0,0,no
39,61681,3,0,4,2,1,0,no
39,71038,14,2,10,3,2,1,yes
32,60205,18,1,9,2,1,1,yes
32,47001,6,0,2,0,0,0,no
29,44062,6,0,2,0,0,0,no
29,56917,18,1,10,3,1,1,yes
32,50048,3,0,1,1,0,0,no
32,59237,15,2,10,1,1,0,yes
31,48070,5,0,1,0,0,1,no
31,61480,13,2,10,3,1,0,yes
33,49386,2,0,4,2,0,1,no
33,61545,15,1,9,1,1,0,yes
43,81358,17,6,11,3,3,1,yes
43,72161,12,0,0,1,0,0,no
